ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"chocolate wafers, adzuki beans raw, yautia tannier, colby cheese",1710,239.8,75.30000000000001,53.699999999999996,0
"pink beans raw, sweet potato canned",1288,268.3,50.3,3.7,0
"winter squash raw, asian pear",90,23.0,1.7000000000000002,0.5,1
"beets canned, breadfruit, potatoes canned, ginkgo nuts canned",600,139.9,11.5,3.5,0
"pancakes whole wheat, pumpkin flowers cooked, lard vegetable oil, biscuit with egg cheese bacon",663,52.699999999999996,22.599999999999998,41.1,1
"dandelion greens cooked, fruit juice, cocoa powder unsweetened",155,36.1,3.5,1.4,1
"soy flour low fat, double hamburger, table wine",1395,86.1,92.2,66.4,0
"wheat puffed, okara",137,24.9,5.7,2.2,1
"lentils cooked, almond granola bar, blue crab cooked, celtuce",421,55.099999999999994,34.971,7.587999999999999,1
"tomatoes in tomato juice canned, tomato ketchup mp, dutch apple pie",453,70.8,4.9,16.1,1
"japanese somen noodles cooked, sea bass cooked",356,48.5,30.9,2.9,1
"chayote cooked, coconut granola bar",185,22.8,2.5,9.9,1
"butterbur, pork sirloin chops raw, veal pancreas cooked",1708,0.5,275.4,58.5,0
"almonds roasted, split pea soup with ham, broccoli raw",594,67.5,29.700000000000003,25.8,1
"peanut granola bar, white beans cooked",365,59.9,19.799999999999997,6.3,1
"blue mussels cooked, cheese crackers, chinese cabbage pe tsai cooked, winter squash cooked",471,40.0,51.99999999999999,11.499999999999998,1
"acorn dried, double whopper with cheese burger king, skittles wild berry mars",1454,125.39999999999999,60.1,79.6,0
"catjang cowpeas raw, mustard oil",697,99.6,39.8,17.5,1
"rice bran bread toasted, cardoon cooked",92,18.200000000000003,3.3,1.4000000000000001,1
"beef sandwich steak raw, picnic loaf, grape leaves canned, salat mix alestro",319,7.0,14.599999999999998,25.6,0
"whiting raw, cocoa powder unsweetened",95,3.1,17.900000000000002,1.9,1
"beef shoulder steak grilled, bass cooked",246,0.0,39.0,8.7,1
"burrito with beans beef, rice sake, mushrooms raw",672,56.699999999999996,30.7,18.2,1
"apricot nectar, allspice ground, spray dressing, instant cappuccino powder",210,49.6,1.47,2.0,1
"cattail, taco with beef cheese lettuce, winged beans raw, mungo beans raw",1611,212.7,112.5,41.9,0
"octopus cooked, margarine with salt, grape juice, cola coca cola",542,80.017,26.230999999999998,13.4,1
"tostada with beef cheese, sour cherries canned, purslane cooked, water dannon",525,75.5,22.599999999999998,16.8,1
"fruit walnut salad mcdonalds, pumpkin squash seeds roasted, parsley dried, cinnamon toaster pastry",565,79.4,9.899999999999999,24.396,0
"instant coffee with water, lemongrass citronella, soya vanille joghurt alpro, chinese cabbage pak choi cooked",50,5.8,3.2380000000000004,0.976,1
"celeriac raw, tofu raw, cola without caffeine coca cola",405,58.0,22.3,12.4,1
"fish stock, multigrain cheerios general mills, vanilla yoghurt oikos",164,1.0,5.338,3.705,1
"fruit walnut salad mcdonalds, burrito with beans",536,79.5,11.8,20.0,0
"instant lemon tea sweetened, orange juice",181,43.1,1.4709999999999999,0.6000000000000001,1
"cornstarch, peanut oil",607,116.8,0.3,13.53,0
"premium grilled chicken classic sandwich mcdonalds, goat cheese hard, eastern oyster cooked, buckwheat raw",543,54.50000000000001,39.2,19.299999999999997,1
"mcchicken mcdonalds, fruit walnut salad mcdonalds, perch cooked",724,80.4,29.900000000000002,31.1,0
"iceberg lettuce, tropical trail mix, ham egg cheese sandwich",974,124.39999999999999,28.5,40.245000000000005,0
"corned beef canned, ramen noodle soup dry, turkey noodle soup",563,71.2,22.4,20.400000000000002,1
"provolone cheese, lamb shoulder raw",1661,2.8,109.0,132.4,0
"rosemary dried, beef heart cooked, rice noodles dry, sauvignon blanc white wine",273,27.457,9.280999999999999,1.7,1
"vegetable oil spread fat free, gingerbread",269,36.8,3.1,12.6,1
"horchata, mexican cheese, veal meat cooked, taco flavor tortilla chips",1904,150.29999999999998,108.6,100.6,0
"vegetable macaroni dry, minestrone soup",475,85.5,19.6,5.9,1
"nachos with cinnamon sugar, grapefruit",645,76.7,8.2,36.2,0
"meatless chicken fried, provolone cheese reduced fat, coconut whole coconut",3950,15.1,55.599999999999994,108.0,0
"beef under blade steak cooked, onion snacks, orange tomato, biscuit with egg ham",1593,54.4,164.80000000000004,80.7,0
"sandwich with cold cuts, leeks raw, beets raw",945,105.5,44.6,39.8,0
"perch cooked, scallop imitation, oriental radish raw",143,16.9,17.0,0.8999999999999999,1
"caramels, pimento canned, potato pancake",142,23.7,3.9000000000000004,4.6,1
"french dressing fat free, white fibre wonder bread",116,23.1,3.51,1.024,1
"anchovy raw, bean with frankfurters soup",225,22.0,15.8,8.4,1
"orange pineapple juice, oat bran cooked, chicken neck cooked, beef rib roasted",435,28.700000000000003,30.0,27.979999999999997,1
"muesli with fruit nuts, baking powder, chicken crispy drumsticks kentucky fried chicken",389,51.5,16.1,13.5,1
"chicken box mcdonalds, carrots cooked",86,9.3,0.5,4.092,1
"sisymbrium seeds, tapioca pearls",779,177.9,9.3,3.493,0
"cheeseburger, atlantic croaker fried, coleslaw dressing reduced fat",540,42.099999999999994,30.8,27.599999999999998,1
"matzo crackers whole wheat, sapodilla, pork shoulder raw",1309,56.0,82.30000000000001,83.9,0
"donut with jelly filling, crookneck squash cooked",323,40.0,6.9,16.6,1
"bagel, prune juice, pita bread, ground bison cooked",1040,126.0,80.7,23.806,0
"kung pao chicken, carrots canned, donut with jelly filling",1172,99.1,66.6,58.7,0
"carp raw, club soda",277,0.0,38.9,12.2,1
"rye bread, mushrooms raw",98,17.8,4.9,1.3,1
"pepeao dried, blueberries, apple, cracker meal",691,158.9,13.499999999999998,2.9,0
"big n tasty mcdonalds, caramel custard flan, navy bean sprouts raw",1038,121.8,45.0,44.7,0
"ostrich leg raw, fume blanc white wine",215,3.3,19.1,1.5,1
"eastern oyster canned, pasta with meatballs in tomato sauce, jackfruit, saffron",418,43.2,22.671000000000003,17.291999999999998,1
"oyster fried, bartlett pear, rye dinner roll, lingcod cooked",625,56.10000000000001,75.60000000000001,8.899999999999999,1
"sunflower seeds dried, chicken breast cooked",383,9.2,26.9,28.2,1
"eggplant raw, chuck eye steak grilled, skittles wild berry mars",1217,83.19999999999999,81.5,63.9,0
"vienna bread, beet greens raw, pear dried, pineapple orange juice",319,74.3,8.6,0.878,1
"balsamic vinegar, green olives pickled, broccoli raw, beer",191,20.5,4.214,0.7,1
"pork top loin roasts raw, macadamia nuts raw",3682,0.7,468.79999999999995,186.8,0
"garlic powder, mixed nuts roasted, apple juice, florida pompano raw",486,37.9,26.599999999999998,26.329,1
"yellow cake with chocolate frosting, chives raw, after eight mints nestle, lemon juice",637,103.1,5.63,27.288000000000004,0
"chocolate syrup, barley cooked, fume blanc white wine",423,73.0,4.4,1.1,1
"beef tenderloin steak raw, tangerine, longans dried",450,11.4,32.827000000000005,30.091,1
"butter croissant, veal rib raw",966,26.1,90.2,52.9,0
"cheese sauce, glutinous white rice raw, ostrich fan raw",814,151.9,32.6,5.5,0
"dessert wine sweet, vegetable chicken soup, pepperoni pizza dominos, passion fruit juice purple",787,106.9,26.9,17.799999999999997,0
"pokeberry shoots cooked, white rice raw",708,153.0,17.0,1.9,0
"corn dried, beef thymus cooked, pheasant breast raw",1818,18.8,176.0,110.0,0
"burrito with beans, bay leaf, blue mussels raw",355,41.6,24.985999999999997,10.142,1
"straw mushrooms canned, whiting raw, yardlong beans cooked",287,36.4,31.2,2.09,1
"atlantic croaker fried, potato salad",550,34.5,22.5,31.5,1
"rice flour brown, vegetable oil, blue crab raw, buttermilk waffle",814,136.81799999999998,17.599999999999998,21.3,0
"pork loin cooked, safflower oil, spearmint fresh, jellies",392,15.2,24.404999999999998,25.857999999999997,1
"ham cheese roll, spinach egg noodles dry",212,27.8,9.399999999999999,6.9,1
"kohlrabi cooked, chocolate soda, gewurztraminer white wine, energy drink sugar free red bull",387,69.2,3.7,0.4,1
"macaroni raw, mortadella, yellowfin tuna cooked, pom potes materne",493,79.10000000000001,24.4,5.800000000000001,1
"babassu oil, adzuki beans raw",2575,123.9,39.1,219.0,0
"sugar wafers with creme filling, sheanut oil, poppyseed dressing",2044,11.1,0.6000000000000001,225.8,0
"orange tomato, okara",111,18.8,5.2,2.3000000000000003,1
"gewurztraminer white wine, cranberry orange relish",609,130.9,0.9,0.3,0
"pastrami beef fat free, apple crisp, butterfish raw, surinam cherry pitanga",512,87.6,12.345,12.458999999999998,0
"pork blade chops cooked, mushroom barley soup",451,30.400000000000002,37.0,20.1,1
"chum salmon raw, pork tamale, eastern oyster raw",258,23.2,11.7,13.1,1
"chicken liver cooked, shiitake mushrooms cooked, vanilla soymilk",217,18.400000000000002,19.500000000000004,7.106999999999999,1
"eastern oyster raw, yogurt low fat, bluefish raw",348,18.0,43.7,10.4,1
"egg dried, wild plum, corn pudding, ginger root",507,78.14699999999999,14.267999999999999,15.128,0
"mountain yam raw, onion snacks",241,41.7,4.1,6.8999999999999995,1
"burbot raw, arrowhead",116,2.4,23.0,0.984,1
"barley raw, whole wheat macaroni dry, beef luncheon meat jellied, ranch flavor tortilla chips",1430,212.3,36.099999999999994,51.3,0
"beef top loin filet grilled, pecan pie, hamburger burger king, almond rice bar",1212,109.10000000000001,59.7,62.2,0
"veal liver cooked, watermelon, quail meat cooked, tea blueberry muffin tekanne",1272,25.0,138.1,69.5,0
"ham raw, apricot jam, corned beef canned",367,12.946,29.6,21.31,1
"celery raw, pork country style ribs cooked",241,1.2,23.1,15.245,1
"saltine crackers, ginkgo nuts dried, cocoa powder unsweetened",123,25.8,4.3,1.5999999999999999,1
"amaranth cooked, lime juice, orangensaft ja, sesame sticks",452,72.5,11.4,7.8,1
"white beans raw, waxgourd raw, veal shank cooked",1061,125.7,108.9,14.0,0
"nutmeg butter oil, white icicle radish, egg cheese sandwich",2281,28.5,16.7,237.5,0
"cuttlefish cooked, red peppers canned",60,4.2,9.899999999999999,0.458,1
"croissant with egg cheese, potato chips cheese, beef top loin filet grilled",1534,123.19999999999999,64.3,89.9,0
"halavah, raisin bread",416,59.0,11.2,16.5,1
"drum raw, american shad raw, colby cheese, shark cooked",1108,4.7,98.0,75.3,0
"pear canned, tonic water, egg dinner roll",259,57.6,3.5999999999999996,2.201,1
"ice tea lemon flavor nestle, shrimp raw",92,22.341,0.7,0.023,1
"baked beans, chocolate syrup, acorn dried",563,83.89999999999999,14.2,19.6,0
"chili with beans canned, cheese bread, parmesan cheese grated",504,52.7,21.0,25.5,1
"granola, vienna bread",385,50.4,12.0,15.2,1
"duck meat cooked, egg substitute",587,4.8,50.6,39.7,1
"crookneck squash raw, chicken back cooked, cuttlefish cooked",162,5.4,18.5,7.2,1
"peanuts cooked, trout raw",689,38.3,40.7,44.800000000000004,1
"trail mix, wild raspberries",220,31.5,5.6,9.200000000000001,1
"alfalfa seeds, pineapple orange juice, white icicle radish",140,32.102,4.5,0.175,1
"romanesco raw, chicken meat raw",1998,3.9,173.0,138.79999999999998,0
"table wine, russet potato raw",415,70.7,8.0,0.3,1
"vanilla cream pie, pita chips",487,61.6,9.5,22.700000000000003,1
"vegetarian stew, vienna bread, carignane red wine",766,47.400000000000006,46.199999999999996,8.0,1
"muscat white wine, whitefish smoked, skittles wild berry mars, soy flour roasted",894,92.69999999999999,61.6,22.5,0
"cheese soup, pork brain cooked",730,28.0,48.4,46.0,0
"tomato ketchup mp, beef stick, big mac mcdonalds, oyster fried",749,52.00000000000001,32.3,45.699999999999996,0
"spinach egg noodles cooked, valencia peanuts roasted",388,43.699999999999996,16.2,17.9,1
"garlic bread, brown sugar, vegetable oil, pomegranate juice",421,54.7,4.024,21.4,1
"cottage fries, taro cooked, yogurt, spinach souffle",520,62.6,16.799999999999997,23.0,1
"taro raw, lebanon bologna",214,27.8,12.4,6.2,1
"multigrain cheerios general mills, biscuit with egg sausage, cherimoya",685,76.7,21.738,35.205000000000005,0
"cod canned, crookneck squash cooked, spanish peanuts roasted, cream of asparagus soup",1387,54.0,118.7,83.7,0
"biscuit with sausage, double hamburger",1354,84.69999999999999,62.8,85.7,0
"fruitcake, mashed potatoes, vanilla pudding, chow mein stir fry master foods",575,95.9,7.4,16.599999999999998,0
"grapes, cocktail sauce, cottonseed oil, blue mussels raw",271,10.600000000000001,18.145,17.244,1
"celery seeds, lemon juice, lemonade low calorie",86,20.900000000000002,2.192,2.2,1
"lemonade low calorie, fruit juice, cisco raw",192,27.900000000000002,15.392000000000001,1.6,1
"truffles, chicken soup, brown gravy dry, ranch dressing reduced fat",286,29.1,13.899999999999999,13.1,1
"yam raw, epazote, angel food cake",249,58.093999999999994,4.058999999999999,0.56,1
"chocolate yogurt, apple strudel, chow mein stir fry master foods, beef brisket cooked",978,64.5,53.599999999999994,51.800000000000004,0
"french toast sticks burger king, big n tasty mcdonalds, lemberger red wine, corn pasta dry",1090,134.0,33.9,37.6,0
"cinnamon raisin bagel, cider vinegar",74,14.5,2.5,0.4,1
"sablefish raw, sweet potato raw, pepperoni pizza dominos, chopped ham",1223,63.400000000000006,71.1,74.602,0
"chicken fajita strips, ham steak, plum, english muffin",240,33.2,18.299999999999997,4.2,1
"cinnamon coffeecake, taco flavor tortilla chips",1328,169.79999999999998,21.799999999999997,68.2,0
"rainbow smelt cooked, oriental radish raw",96,13.9,8.4,1.2,1
"prunes, hotdog roll",354,83.4,6.699999999999999,2.1,0
"espresso decaffeinated, adzuki beans raw, blackberry juice",746,143.9,39.964999999999996,2.511,0
"green pea soup, saffron, sesbania flower raw",323,52.400000000000006,16.783,5.887,1
"peas raw, potato salad, zwieback",505,54.099999999999994,15.3,21.8,1
"vanilla soymilk, gooseberries canned",315,62.599999999999994,9.5,4.8,1
"burrito with beans beef, bacon meatless",906,56.1,43.2,60.5,0
"cream cheese fat free, chaptti roti indian bread, queso fresco cheese, butternut squash raw",965,28.488999999999997,33.900000000000006,32.0,0
"meatless meatloaf, pork backfat, beef mushroom soup",3979,20.4,39.0,414.6,0
"yogurt low fat, turkey roast roasted",363,21.299999999999997,41.7,11.6,1
"chocolate cake with chocolate frosting, banana chips",684,89.4,5.5,37.2,0
"herring kippered, veal loin cooked, lebanon bologna",265,0.3,29.1,15.8,1
"pork loin raw, pork tongue cooked",858,0.0,78.80000000000001,57.7,0
"corn tamale, white sauce",677,67.19999999999999,15.399999999999999,38.6,1
"florida pompano cooked, chives raw",187,0.1,20.830000000000002,10.787999999999998,1
"straw mushrooms canned, apricot jam, swiss cheese",148,13.600000000000001,7.0,7.8,1
"pink beans cooked, provolone cheese reduced fat",562,51.2,43.2,20.7,1
"pink salmon raw, radish seeds sprouted, port salut cheese, shortcake",983,15.9,99.7,56.2,0
"pork centre rib roasts raw, ground bison cooked",723,0.0,107.6,31.3,0
"porterhouse steak cooked, cornmeal yellow, cashew butter, whole wheat bread toasted",1038,152.79999999999998,38.3,29.5,0
"portabella mushrooms raw, pickle pimiento loaf, pheasant meat raw, bluefin tuna cooked",1829,6.5,232.6,90.1,0
"yellowfin tuna raw, lychee, hungarian pepper",45,3.4000000000000004,7.1240000000000006,0.21600000000000003,1
"beef brisket raw, salmon cooked, roast beef sandwich with cheese",2345,45.4,194.5,148.5,0
"eppaw, monterey cheese low fat, egg noodles dry",646,59.6,41.9,27.9,1
"gourd cooked, white sauce, radicchio, parboiled white rice raw",1175,200.9,25.599999999999998,29.3,0
"millet flour, poppy seeds",490,89.4,14.4,8.8,0
"semillon white wine, egg white dried",147,4.8999999999999995,5.8999999999999995,0.087,1
"croutons seasoned, pork gravy powder",211,29.7,4.8999999999999995,7.8999999999999995,1
"romano cheese, chinook salmon raw",728,0.2,80.5,42.599999999999994,0
"matzo crackers with egg onion, corn flakes",217,46.2,4.5,1.4000000000000001,1
"gatorade g2 pepsi, pumpkin pie, coconut oil",435,41.5,7.069,28.052,0
"parboiled white rice cooked, water chestnut canned, nesfit diet cereal nestle, kiwifruit gold",390,71.2,6.6,0.8150000000000001,1
"corn tostada shell, chicken crispy breast kentucky fried chicken, tofu raw, tilapia raw",732,24.5,73.8,40.0,0
"beef jerky, turnips cooked, surimi, chewing gum",155,14.9,11.999999999999998,5.531999999999999,1
"prunes stewed, corn flour yellow, haddock smoked, mung bean sprouts cooked",795,177.60000000000002,21.099999999999998,5.6,0
"cashew nuts roasted, whole wheat dry, pork blade roll roasted, jerusalem artichokes",1459,57.7,76.19999999999999,103.24699999999999,0
"fish fillet fried, wheat germ toasted",326,30.3,22.0,14.399999999999999,1
"gushers fruit gushers, classique yogurt plain 2 liberte, lime juice",451,22.299999999999997,4.3,7.4,1
"egg dinner roll, pineapple grapefruit juice, blackberry juice",320,66.7,4.6,4.0,1
"turkey soup, ground pork cooked, gourd raw",1084,18.2,91.7,69.60000000000001,0
"japanese chestnuts roasted, fish stock",97,12.8,6.1,2.1,1
"halibut raw, canadian style bacon grilled",414,0.3,81.4,7.4,1
"pineapple juice, turkey ham",171,32.5,6.4,1.9000000000000001,1
"provolone cheese, balsamic vinegar, pokeberry shoots cooked",510,10.6,37.64099999999999,35.800000000000004,1
"kohlrabi cooked, pinto beans cooked, sofrito, pork splean cooked",1227,67.0,129.1,48.400000000000006,0
"white cake with coconut frosting, lamb foreshank cooked, sweet sour pork, onion snacks",947,93.6,50.4,40.39999999999999,0
"prairie turnips boiled, ladyfingers, oriental radish raw",182,35.0,5.2,2.9859999999999998,1
"persimmon, haddock raw",175,8.4,31.7,1.0,1
"pistachio nuts roasted, white corn raw, soya vanille joghurt alpro",336,41.1,11.899999999999999,16.299999999999997,1
"pork top loin roasts roasted, pork liver cooked, table water",2212,13.3,316.4,90.39999999999999,0
"breadfruit seeds, ricotta cheese, frijoles with cheese",312,39.0,15.100000000000001,11.5,1
"chocolate yogurt, caramel custard flan, donut with jelly filling",901,138.2,24.2,28.200000000000003,0
"lotus seeds raw, pinto beans raw, bacon beef steak",841,125.80000000000001,50.7,15.0,0
"american grapes, wild plum, orange grapefruit juice, monterey cheese low fat",605,61.9,34.135,24.987,1
"cayenne pepper, pancake syrup, egg boiled, potato wedges kentucky fried chicken",526,59.800000000000004,12.939,26.369000000000003,0
"collard raw, nut cereal, pita bread whole wheat, wonton soup",402,75.30000000000001,12.4,7.4,0
"potato pancake, millet cooked, sausage burrito mcdonalds",605,71.5,20.400000000000002,22.0,1
"chihuahua cheese, haddock cooked",629,7.3,58.5,40.0,1
"seatrout raw, leeks cooked",286,9.4,40.8,8.799999999999999,1
"haddock cooked, pink salmon canned",665,0.0,110.9,21.2,1
"chocolate, keikitos, duck sauce, pork feet cooked",551,66.8,10.8,29.163,0
"luncheon meat pork beef, biscuit with egg bacon",557,29.3,20.5,40.1,1
"kale raw, veal spleen cooked, zaziki milfina, english muffin with cheese sausage",868,28.2,97.99999999999999,36.99999999999999,0
"crab soup, queso blanco cheese",461,15.5,34.4,29.5,1
"milk chocolate with rice cereal, nacho cheese tortilla chips low fat",90,18.5,2.4,1.0,1
"fruit yogurt, black pepper, sea bass raw",280,29.5,30.0,4.306,1
"pupusas con queso, ginkgo nuts raw, shark fin soup, granola bar",550,58.5,23.900000000000002,24.5,1
"asparagus canned, barbecue loaf",102,11.7,11.0,2.7,1
"chocolate frozen yogurt, sweet green peppers raw, turkey roast roasted, pecan shortbread cookies",536,56.800000000000004,36.0,19.0,1
"coleslaw dressing, chocolate coated donut",143,13.0,1.0,9.8,1
"pink salmon cooked, vegetable salad with chicken",419,2.5,67.6,13.5,1
"cheese pizza, weizenbier erdinger, lima beans raw",1107,148.5,50.400000000000006,29.599999999999998,0
"cowpeas cooked, fruchtcocktail granini, picnic loaf",248,16.8,9.600000000000001,5.500000000000001,1
"lentil soup with ham, dolphinfish cooked, rolo nestle, tahitian taro raw",391,29.0,50.509,6.3999999999999995,1
"jackfruit, kohlrabi cooked, sweet red peppers canned",106,24.6,4.7,0.8,1
"chicory greens, sweet potato chips",156,17.3,1.3,9.196,1
"cream of potato soup, baked chips lays",316,32.2,3.8,6.7,1
"turkey ham, pumpkin pie, pan dulce bread, corn flour yellow",1007,166.60000000000002,26.5,27.8,0
"sandwich with tuna salad, sisymbrium seeds",819,98.5,38.7,31.4,0
"cisco smoked, yam raw, rice pudding",349,62.599999999999994,10.5,6.1,1
"oat bran bagel, prune plums dried, egg noodles cooked",594,138.39999999999998,13.700000000000001,3.0,0
"sour cherries, agar",53,12.8,1.053,0.358,1
"lemonade low calorie, boston butt steak raw",851,1.6,79.092,56.1,0
"beef top sirloin steak cooked, pectin, cornmeal white, safflower oil",1294,169.9,59.10000000000001,41.699999999999996,0
"brazilnuts dried, baked apple pie mcdonalds, pink lemonade, oatmeal bread",283,47.60000000000001,4.0,9.2,1
"tomato stewed, beef tenderloin steak raw, beef brisket raw, baked chips lays",1771,16.1,118.2,121.6,0
"spray dressing, double whopper with cheese burger king",1074,55.199999999999996,57.77,69.0,0
"chrysanthemum cooked, broccoli raw, muesli master crumble, egg custard",468,45.8,20.8,15.636000000000001,1
"skipjack tuna cooked, english muffin whole wheat toasted, chocolate chip granola bar",647,44.2,94.60000000000001,9.3,1
"baked taco shell, milk crackers, grape apple salad with walnuts",302,41.6,5.1,12.6,1
"chocolate pie crust, general tsos chicken, potato salad with egg, turkey heart cooked",2887,286.20000000000005,90.0,153.3,0
"cauliflower cooked, sweet cinnamon rolls, cream of tartar, beef bottom round steak cooked",1326,49.1,163.20000000000002,49.300000000000004,0
"chocolate frosting, fava beans raw",593,100.4,39.400000000000006,5.9,1
"passion fruit, peanut butter fudge, cottage cheese low fat",242,22.700000000000003,29.0,3.5,1
"pork stomach cooked, dock, bakers yeast, egg custard",384,38.429,24.4,16.200000000000003,1
"sprouted soybean raw, hazelnuts raw, parboiled white rice raw, chowchow pickles",1544,234.09999999999997,38.0,54.400000000000006,0
"poached egg, peanut topping mcdonalds, fruit walnut salad mcdonalds, ground emu raw",722,48.8,45.6,37.7,0
"cucumber, corn tamale",332,49.699999999999996,6.8,12.2,1
"salsify cooked, grape juice, egg white raw, tostada with guacamole",441,74.3,14.400000000000002,12.163,1
"dessert wine sweet, acorn flour, lychee dried, piki bread",907,104.39999999999999,12.11,39.703,0
"goat cheese soft, pear nectar, graham crackers",580,103.9,11.3,14.562000000000001,0
"grape apple salad with walnuts, red lettuce",195,26.200000000000003,3.9,8.28,1
"cauliflower raw, tap water, peanut brittle",141,20.8,2.3000000000000003,5.481000000000001,1
"soy chips, potato pancake",168,21.1,8.8,5.300000000000001,1
"beer light budweiser, vinegar",12,0.489,0.066,0.0,1
"beef tenderloin steak raw, teff raw, egg fried",1203,141.5,64.2,41.199999999999996,0
"sweet potato raw, chocolate coffee beans, tamale navajo",552,75.5,15.799999999999999,20.802,1
"figs dried, pork boston roast cooked",726,5.4,60.8,49.408,0
"chicken and rice casserole homade, apricot jam",75,15.3,2.1,1.01,1
"chocolate rasberry protein mini proteinfx, couscous dry, potato flour",1323,267.0,33.1,4.5,0
"pear nectar, walleye pike raw",298,39.4,30.7,1.962,1
"wheat durum, wheat shredded",806,172.8,31.5,5.7,0
"eastern oyster canned, chaptti roti indian bread, surimi, roquefort cheese dressing",644,8.689,23.5,7.9,1
"japanese somen noodles dry, turnips raw, instant white rice cooked, premium crispy chicken club sandwich mcdonalds",980,131.6,47.50000000000001,31.099999999999998,0
"filinchen gutena, oat bran bread toasted, salsa verde",95,13.3,3.7,1.6,1
"cinnamon ground, corn chips, fruit cocktail canned",277,47.400000000000006,3.1,10.097,1
"cornmeal whole grain, coleslaw",734,122.19999999999999,11.700000000000001,23.299999999999997,0
"taro cooked, artichoke cooked",251,60.0,4.2,0.5,1
"chicken mcnuggets mcdonalds, maple syrup, hotdog with chili, cottage cheese creamed",416,47.800000000000004,18.29,17.547,1
"wheat shredded, white pepper, cottage cheese low fat",325,43.900000000000006,33.4,3.3,1
"edam cheese, dried tomatoes canned in oil, pear canned, profeel proteiinirahka valio",291,30.2,183.0,9.101,1
"poppyseed dressing, eastern oyster canned",176,10.3,11.6,9.5,1
"ostrich round raw, fruit jam, pizza sauce, beet greens cooked",330,43.5,27.9,5.295,1
"ham extra lean, spinach egg noodles dry, hand breaded chicken tenders carls jr",247,27.5,10.7,6.8999999999999995,1
"chili with beans canned, turkey soup",422,44.6,24.799999999999997,18.5,1
"lamb pancreas cooked, potato ham chowder soup",733,13.4,59.2,47.4,0
"sunflower seed butter, laver seaweed, chicken gravy, ground pork raw",617,16.700000000000003,28.700000000000003,48.912000000000006,1
"squid raw, mustard seeds ground",36,1.5,4.9,1.1,1
"wheat germ bread, mock tender steak cooked",210,13.5,24.599999999999998,5.7,1
"whiskey sour, oat bran bagel",334,50.699999999999996,7.4,0.8,1
"apricot, burrito with beef",302,47.8,9.6,8.2,1
"pork gravy powder, dill pickled cucumber",42,8.0,1.5,0.8,1
"blackberries raw, taro leaves cooked, luxury loaf",136,20.8,11.1,2.6,1
"potatoes canned, grapeseed oil, whole wheat dry, soybean margarine",382,50.842999999999996,6.752,18.3,1
"pineapple cake, pork leg cap steak cooked, breadfruit, mushrooms raw",916,120.10000000000001,62.1,23.2,0
"leeks raw, spaghetti with meatballs, beef tallow, pheasant breast raw",853,35.5,98.7,33.099999999999994,0
"horchata, whitefish raw, butterfish cooked",327,3.3,43.4,14.399999999999999,1
"brown sugar, pink salmon cooked",365,4.1,56.024,12.0,1
"rice crisps, kumquat",120,27.1,2.2,0.6000000000000001,1
"canadian style bacon grilled, white rice cooked",248,44.8,10.0,2.4,1
"pancakes whole wheat, onion powder, rice drink, lamb pancreas cooked",754,36.8,57.30000000000001,40.123999999999995,0
"whiting raw, cheese crackers",117,4.2,17.6,2.8,1
"popcorn cake, fruit juice bar, neufchatel cheese, scots kale cooked",356,34.0,12.200000000000001,20.288999999999998,1
"sweet potato baked, pepper jack cheese lucerne, eel raw, blueberry pie",913,72.80000000000001,48.9,47.5,0
"acerola cherry, coconut milk, asparagus canned",99,11.399999999999999,7.779,4.352,1
"croutons seasoned, roquefort cheese dressing, crackers whole wheat",321,45.3,8.1,12.4,1
"arepa, burrito with beans cheese, sweet onion, cherimoya",876,160.8,25.300000000000004,18.4,0
"chaptti roti indian bread, corn raw",614,26.788999999999998,11.7,4.4,1
"buttermilk pancakes, fish sauce, whole wheat spaghetti cooked",266,48.800000000000004,11.0,4.313,1
"rice pudding, premium grilled chicken club sandwich mcdonalds",615,65.1,41.9,20.4,1
"turkey steak fried, white rice pasta cooked, semolina",1026,175.79999999999998,35.4,18.3,0
"beef brisket raw, white rice cooked, triple zero greek yogurt dannon oikos",1464,67.0,87.93799999999999,86.9,0
"garlic, butternut squash raw, creamy ranch sauce mcdonalds",226,25.299999999999997,2.5,14.925999999999998,1
"sugar cookies, spray dressing, green soybean cooked",212,21.4,11.969999999999999,9.9,1
"egg boiled, cisco smoked",143,0.7,12.1,9.8,1
"pork sirloin chops cooked, bamboo shoots cooked, shortbread cookies",194,7.5,25.6,6.7,1
"yam bean jicama, turkey patty fried, valencia peanuts raw",960,46.4,41.4,74.6,0
"spaghetti dry, veal thymus cooked, raisins seeded, peanuts chocolate coated",649,152.6,14.8,3.5,0
"french toast sticks burger king, whole wheat spaghetti cooked",247,45.900000000000006,8.8,4.5,1
"mozzarella steak fried, florida pompano cooked, chimichanga with beef cheese, cheese croissant",1062,84.6,52.900000000000006,56.7,0
"pork breakfast strips raw, olive oil, mozzarella steak fried, egg noodles cooked",419,28.0,10.9,29.5,0
"thyme dried, yellow beans cooked",531,108.6,25.299999999999997,9.3,1
"oregano dried, dulce de leche, ground beef cooked, chocolate rasberry protein mini proteinfx",802,79.4,45.8,33.4,0
"beef thymus cooked, cranberries",1236,5.4,83.4,95.214,0
"bulgur dry, peanut spread",272,40.1,9.899999999999999,9.2,1
"peach dried, stewed tomatoes canned",265,66.6,5.3,1.1,1
